job_title,job_category,salary,employee_residence,experience_level,employment_type,work_setting
Data Scientist,Data Science and Research,139000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,150000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,160000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,94000,United States,Senior,Full-time,In-person
Data Manager,Leadership and Management,127000,United States,Mid-level,Full-time,Remote
Data Manager,Leadership and Management,65000,United States,Mid-level,Full-time,Remote
ML Engineer,Machine Learning and AI,276000,United States,Senior,Full-time,In-person
ML Engineer,Machine Learning and AI,174000,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,260000,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,136000,United States,Senior,Full-time,In-person
Analytics Engineer,Leadership and Management,250000,United States,Executive,Full-time,Remote
Analytics Engineer,Leadership and Management,210000,United States,Executive,Full-time,Remote
Data Scientist,Data Science and Research,188000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,139000,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,238000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,176000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,204500,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,142200,United States,Senior,Full-time,In-person
Data Science Director,Data Science and Research,212000,United States,Executive,Full-time,In-person
Data Science Director,Data Science and Research,190000,United States,Executive,Full-time,In-person
Research Engineer,Data Science and Research,261500,United States,Senior,Full-time,In-person
Research Engineer,Data Science and Research,134500,United States,Senior,Full-time,In-person
Data Architect,Data Architecture and Modeling,239000,United States,Senior,Full-time,In-person
Data Architect,Data Architecture and Modeling,122900,United States,Senior,Full-time,In-person
Analytics Engineer,Leadership and Management,115000,United States,Senior,Full-time,In-person
Analytics Engineer,Leadership and Management,95000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,158500,Canada,Senior,Full-time,Remote
Data Scientist,Data Science and Research,115000,Canada,Senior,Full-time,Remote
ML Engineer,Machine Learning and AI,331640,United States,Senior,Full-time,In-person
ML Engineer,Machine Learning and AI,267720,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,180000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,90000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,83000,United States,Mid-level,Full-time,Remote
Data Analyst,Data Analysis,66000,United States,Mid-level,Full-time,Remote
Data Scientist,Data Science and Research,224250,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,121550,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,166000,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,73100,United States,Mid-level,Full-time,In-person
Research Engineer,Data Science and Research,141298,United States,Senior,Full-time,In-person
Research Engineer,Data Science and Research,115607,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,109000,United States,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,100000,United States,Mid-level,Full-time,Remote
Data Scientist,Data Science and Research,205400,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,92900,United States,Senior,Full-time,In-person
ML Engineer,Machine Learning and AI,220000,United States,Entry-level,Full-time,In-person
ML Engineer,Machine Learning and AI,130000,United States,Entry-level,Full-time,In-person
Data Scientist,Data Science and Research,160000,United States,Mid-level,Full-time,Remote
Data Scientist,Data Science and Research,110000,United States,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,230000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,100000,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,186030,United States,Senior,Full-time,Remote
Business Intelligence Engineer,BI and Visualization,110200,United States,Senior,Full-time,Remote
Research Engineer,Data Science and Research,130000,United States,Mid-level,Full-time,Remote
Research Engineer,Data Science and Research,100000,United States,Mid-level,Full-time,Remote
Data Scientist,Data Science and Research,242000,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,106200,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,220000,United States,Executive,Full-time,Remote
Data Scientist,Data Science and Research,120000,United States,Executive,Full-time,Remote
Data Scientist,Data Science and Research,258000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,171000,United States,Senior,Full-time,In-person
Research Analyst,Data Science and Research,91200,United States,Entry-level,Full-time,In-person
Research Analyst,Data Science and Research,58200,United States,Entry-level,Full-time,In-person
Data Scientist,Data Science and Research,192000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,178000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,210000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,130000,United States,Senior,Full-time,Remote
Research Engineer,Data Science and Research,160000,United States,Entry-level,Full-time,In-person
Research Engineer,Data Science and Research,150000,United States,Entry-level,Full-time,In-person
Applied Scientist,Data Science and Research,260000,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,136000,United States,Senior,Full-time,In-person
Data Architect,Data Architecture and Modeling,206000,United States,Senior,Full-time,In-person
Data Architect,Data Architecture and Modeling,134000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,180000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,135000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,200000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,120000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,212000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,93300,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,106700,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,57700,United States,Mid-level,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,266400,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,173300,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,125000,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,100000,United States,Mid-level,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,165600,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,65800,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,210400,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,170500,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,212000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,93300,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,170000,United States,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,160000,United States,Mid-level,Full-time,Remote
Data Scientist,Data Science and Research,185400,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,81536,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,193000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,158000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,170000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,100000,United States,Senior,Full-time,Remote
Applied Scientist,Data Science and Research,222200,United States,Mid-level,Full-time,In-person
Applied Scientist,Data Science and Research,136000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,148000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,99000,United States,Mid-level,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,204500,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,142200,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,95000,United States,Mid-level,Full-time,Remote
Data Analyst,Data Analysis,75000,United States,Mid-level,Full-time,Remote
Data Analyst,Data Analysis,115000,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,105000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,195800,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,161900,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,90000,United States,Mid-level,Full-time,Remote
Data Analyst,Data Analysis,80000,United States,Mid-level,Full-time,Remote
Data Analyst,Data Analysis,192500,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,140000,United States,Senior,Full-time,Remote
Analytics Engineer,Leadership and Management,100000,United States,Mid-level,Full-time,In-person
Analytics Engineer,Leadership and Management,75000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,169000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,91000,United States,Mid-level,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,216600,Canada,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,144400,Canada,Senior,Full-time,In-person
Data Analyst,Data Analysis,150000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,120000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,133000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,58400,United States,Mid-level,Full-time,In-person
